"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"The Net ","Irwin Winkler",1995,114,"Action",50728000,2.2e+07,5.8,"Average",1725
"I Am Sam ","Jessie Nelson",2001,132,"Drama",40270895,2.2e+07,7.6,"Hit",3152
"Son of God ","Christopher Spencer",2014,170,"Drama",59696176,2.2e+07,5.6,"Average",775
"Underworld ","Len Wiseman",2003,133,"Action",51483949,2.2e+07,7,"Average",1777
"Derailed ","Mikael Håfström",2005,112,"Drama",36020063,2.2e+07,6.6,"Average",2019
"The Informant! ","Steven Soderbergh",2009,108,"Comedy",33313582,2.1e+07,6.5,"Average",16031
"Shadowlands ","Richard Attenborough",1993,115,"Romance",25842000,2.2e+07,7.4,"Hit",13619
"Deuce Bigalow: European Gigolo ","Mike Bigelow",2005,83,"Comedy",22264487,2.2e+07,4.6,"Average",1729
"Delivery Man ","Ken Scott",2013,105,"Comedy",30659817,2.6e+07,6.4,"Average",1006
"Saving Silverman ","Dennis Dugan",2001,96,"Comedy",19351569,2.2e+07,5.9,"Average",664
"Diary of a Wimpy Kid: Dog Days ","David Bowers",2012,94,"Comedy",49002815,2.2e+07,6.4,"Average",3153
"Summer of Sam ","Spike Lee",1999,142,"Romance",19283782,2.2e+07,6.6,"Average",5386
"Jay and Silent Bob Strike Back ","Kevin Smith",2001,104,"Comedy",30059386,2.2e+07,6.9,"Average",11632
"The Island ","Michael Bay",2005,136,"Action",35799026,1.26e+08,6.9,"Average",34838
"The Glass House ","Daniel Sackheim",2001,106,"Drama",17951431,3e+07,5.8,"Average",4239
"Hail, Caesar! ","Ethan Coen",2016,106,"Comedy",29997095,2.2e+07,6.4,"Average",38494
"Josie and the Pussycats ","Harry Elfont",2001,98,"Comedy",14252830,2.2e+07,5.3,"Average",3769
"Homefront ","Gary Fleder",2013,100,"Action",19783777,2.2e+07,6.5,"Average",39989
"The Little Vampire ","Uli Edel",2000,95,"Comedy",13555988,2.2e+07,5.7,"Average",2216
"I Heart Huckabees ","David O. Russell",2004,107,"Comedy",12784713,2.2e+07,6.7,"Average",8094
"RoboCop 3 ","Fred Dekker",1993,104,"Action",10696210,23500000,3.9,"Average",3148
"Megiddo: The Omega Code 2 ","Brian Trenchard-Smith",2001,104,"Action",5974653,2.2e+07,4.1,"Average",4221
"Darling Lili ","Blake Edwards",1970,143,"Comedy",5e+06,2.5e+07,6.2,"Average",788
"Dudley Do-Right ","Hugh Wilson",1999,77,"Comedy",9694105,2.2e+07,3.8,"Average",5568
"The Transporter Refueled ","Camille Delamarre",2015,96,"Action",16027866,2.5e+07,5.1,"Average",1411
"Black Book ","Paul Verhoeven",2006,145,"Drama",4398392,2.1e+07,7.8,"Hit",2590
"Joyeux Noel ","Christian Carion",2005,116,"Romance",1050445,2.2e+07,7.8,"Hit",773
"Hit and Run ","David Palmer",2012,100,"Action",13746550,2e+06,6.1,"Average",15922
"Mad Money ","Callie Khouri",2008,104,"Comedy",20668843,2.2e+07,5.8,"Average",2453
"Before I Go to Sleep ","Rowan Joffe",2014,92,"Drama",2963012,2.2e+07,6.3,"Average",14617
"Stone ","John Curran",2010,105,"Drama",1796024,2.2e+07,5.4,"Average",37766
"Molière ","Laurent Tirard",2007,120,"Comedy",634277,1.6e+07,7.3,"Hit",1651
"Out of the Furnace ","Scott Cooper",2013,116,"Drama",11326836,2.2e+07,6.8,"Average",24134
"Michael Clayton ","Tony Gilroy",2007,119,"Drama",49024969,2.5e+07,7.3,"Hit",3284
"My Fellow Americans ","Peter Segal",1996,101,"Comedy",22294341,21500000,6.5,"Average",4629
"Arlington Road ","Mark Pellington",1999,117,"Drama",24362501,21500000,7.2,"Hit",13576
"To Rome with Love ","Woody Allen",2012,112,"Comedy",16684352,1.7e+07,6.3,"Average",1205
"Firefox ","Clint Eastwood",1982,136,"Action",46700000,2.1e+07,5.9,"Average",16805
"South Park: Bigger Longer & Uncut ","Trey Parker",1999,81,"Comedy",52008288,2.1e+07,7.8,"Hit",3003
"Death at a Funeral ","Frank Oz",2007,87,"Comedy",8579684,9e+06,7.4,"Hit",24324
"Teenage Mutant Ninja Turtles III ","Stuart Gillard",1993,96,"Action",42660000,1.7e+07,4.8,"Average",1254
"Hardball ","Brian Robbins",2001,106,"Drama",40219708,2.1e+07,6.3,"Average",18630
"Silver Linings Playbook ","David O. Russell",2012,122,"Comedy",132088910,2.1e+07,7.8,"Hit",72115
"Freedom Writers ","Richard LaGravenese",2007,123,"Drama",36581633,2.1e+07,7.5,"Hit",3994
"The Transporter ","Louis Leterrier",2002,92,"Action",25296447,2.1e+07,6.8,"Average",27572
"Never Back Down ","Jeff Wadlow",2008,110,"Action",24848292,2e+07,6.6,"Average",4089
"The Rage: Carrie 2 ","Katt Shea",1999,104,"Sci-Fi",17757087,2.1e+07,4.6,"Average",3162
"Away We Go ","Sam Mendes",2009,98,"Comedy",9430988,1.7e+07,7.1,"Hit",1997
"Swing Vote ","Joshua Michael Stern",2008,120,"Comedy",16284360,2.1e+07,6.1,"Average",6212
"Moonlight Mile ","Brad Silberling",2002,112,"Romance",6830957,2.1e+07,6.7,"Average",16692
"Tinker Tailor Soldier Spy ","Tomas Alfredson",2011,127,"Drama",24104113,2e+07,7.1,"Hit",46241
"Molly ","John Duigan",1999,102,"Comedy",15593,2.1e+07,5.8,"Average",1562
"The Beaver ","Jodie Foster",2011,91,"Drama",958319,2.1e+07,6.7,"Average",34705
"The Best Little Whorehouse in Texas ","Colin Higgins",1982,114,"Comedy",69700000,3.5e+07,5.8,"Average",3688
"eXistenZ ","David Cronenberg",1999,115,"Sci-Fi",2840417,3.1e+07,6.8,"Average",2990
"Raiders of the Lost Ark ","Steven Spielberg",1981,115,"Action",242374454,1.8e+07,8.5,"Hit",12906
"Home Alone 2: Lost in New York ","Chris Columbus",1992,120,"Comedy",173585516,1.8e+07,6.6,"Average",7860
"Close Encounters of the Third Kind ","Steven Spielberg",1977,135,"Drama",128300000,19400870,7.7,"Hit",1591
"Pulse ","Jim Sonzero",2006,90,"Drama",20259297,2e+07,4.7,"Average",19952
"Beverly Hills Cop II ","Tony Scott",1987,100,"Action",153665036,2.8e+07,6.4,"Average",4121
"Bringing Down the House ","Adam Shankman",2003,105,"Comedy",132541238,3.3e+07,5.5,"Average",2505
"The Silence of the Lambs ","Jonathan Demme",1991,138,"Drama",130727000,1.9e+07,8.6,"Hit",13184
"Wayne's World ","Penelope Spheeris",1992,94,"Comedy",121697350,2e+07,7,"Average",4263
"Jackass 3D ","Jeff Tremaine",2010,101,"Action",117224271,2e+07,7.1,"Hit",1787
"Jaws 2 ","Jeannot Szwarc",1978,131,"Horror",102922376,2e+07,5.7,"Average",1520
"Beverly Hills Chihuahua ","Raja Gosnell",2008,91,"Comedy",94497271,2e+07,3.7,"Average",4729
"The Conjuring ","James Wan",2013,112,"Horror",137387272,2e+07,7.5,"Hit",9049
"Are We There Yet? ","Brian Levant",2005,95,"Comedy",82301521,3.2e+07,4.6,"Average",3558
"Tammy ","Ben Falcone",2014,100,"Comedy",84518155,2e+07,4.9,"Average",2654
"Disturbia ","D.J. Caruso",2007,105,"Drama",80050171,2e+07,6.9,"Average",2287
"School of Rock ","Richard Linklater",2003,108,"Comedy",81257845,3.5e+07,7.1,"Hit",4403
"Mortal Kombat ","Paul W.S. Anderson",1995,101,"Action",70360285,1.8e+07,5.8,"Average",3816
"White Chicks ","Keenen Ivory Wayans",2004,109,"Comedy",69148997,3.7e+07,5.4,"Average",6313
"The Descendants ","Alexander Payne",2011,115,"Comedy",82624961,2e+07,7.3,"Hit",9578
"Holes ","Andrew Davis",2003,117,"Comedy",67325559,2e+07,7.1,"Hit",1293
"The Last Song ","Julie Anne Robinson",2010,107,"Romance",62933793,2e+07,5.8,"Average",2341
"12 Years a Slave ","Steve McQueen",2013,134,"Drama",56667870,2e+07,8.1,"Hit",4251
"Drumline ","Charles Stone III",2002,118,"Comedy",56398162,2e+07,5.7,"Average",2390
"Why Did I Get Married Too? ","Tyler Perry",2010,121,"Comedy",60072596,2e+07,4.4,"Average",6657
"Edward Scissorhands ","Tim Burton",1990,105,"Romance",56362352,2e+07,7.9,"Hit",42330
"Me Before You ","Thea Sharrock",2016,110,"Romance",56154094,2e+07,7.6,"Hit",21852
"Madea's Witness Protection ","Tyler Perry",2012,114,"Comedy",65623128,2e+07,4.8,"Average",2753
"Bad Moms ","Jon Lucas",2016,100,"Comedy",55461307,2e+07,6.7,"Average",18786
"Date Movie ","Aaron Seltzer",2006,85,"Comedy",48546578,2e+07,2.7,"Flop",6539
"Return to Never Land ","Robin Budd",2002,72,"Adventure",48423368,2e+07,5.8,"Average",3402
"Selma ","Ava DuVernay",2014,128,"Drama",52066000,2e+07,7.5,"Hit",3869
"The Jungle Book 2 ","Steve Trenbirth",2003,72,"Adventure",47887943,2e+07,5.4,"Average",4480
"Boogeyman ","Stephen Kay",2005,89,"Drama",46363118,2e+07,4.1,"Average",1383
"Premonition ","Mennan Yapo",2007,96,"Drama",47852604,2e+07,5.9,"Average",1825
"The Tigger Movie ","Jun Falkenstein",2000,77,"Comedy",45542421,3e+07,6.3,"Average",575
"Max ","Boaz Yakin",2015,111,"Adventure",42652003,2e+07,6.8,"Average",2851
"Epic Movie ","Jason Friedberg",2007,93,"Comedy",39737645,2e+07,2.3,"Flop",4293
"Spotlight ","Tom McCarthy",2015,128,"Drama",44988180,2e+07,8.1,"Hit",1058
"Lakeview Terrace ","Neil LaBute",2008,110,"Drama",39263506,2.2e+07,6.1,"Average",2382
"The Grudge 2 ","Takashi Shimizu",2006,137,"Horror",39143839,2e+07,5,"Average",5746
"How Stella Got Her Groove Back ","Kevin Rodney Sullivan",1998,124,"Comedy",37672350,2e+07,5.5,"Average",1660
"Bill & Ted's Bogus Journey ","Peter Hewitt",1991,93,"Comedy",38037513,2e+07,6.2,"Average",20188
"Man of the Year ","Barry Levinson",2006,115,"Comedy",37442180,2e+07,6.2,"Average",52571
"The American ","Anton Corbijn",2010,105,"Drama",35596227,2e+07,6.3,"Average",1454
"Selena ","Gregory Nava",1997,127,"Drama",35422828,2e+07,6.7,"Average",1735
"Vampires Suck ","Jason Friedberg",2010,82,"Comedy",36658108,2e+07,3.5,"Average",2898
"Babel ","Alejandro G. Iñárritu",2006,143,"Drama",34300771,2.5e+07,7.5,"Hit",11248
"This Is Where I Leave You ","Shawn Levy",2014,103,"Comedy",34290142,19800000,6.6,"Average",4662
"Doubt ","John Patrick Shanley",2008,104,"Drama",33422556,2e+07,7.5,"Hit",33903
"Team America: World Police ","Trey Parker",2004,98,"Action",32774834,3e+07,7.2,"Hit",2609
"Texas Chainsaw 3D ","John Luessenhop",2013,92,"Horror",34334256,1.1e+07,4.8,"Average",1945
"Copycat ","Jon Amiel",1995,123,"Drama",32051917,2e+07,6.6,"Average",12338
"Scary Movie 5 ","Malcolm D. Lee",2013,88,"Comedy",32014289,2e+07,3.5,"Average",34319
"Milk ","Gus Van Sant",2008,128,"Drama",31838002,2e+07,7.6,"Hit",13189
"Risen ","Kevin Reynolds",2016,107,"Action",36874745,2e+07,6.3,"Average",389
"Ghost Ship ","Steve Beck",2002,91,"Horror",30079316,3.5e+07,5.5,"Average",1083
"A Very Harold & Kumar 3D Christmas ","Todd Strauss-Schulson",2011,90,"Comedy",35033759,1.9e+07,6.3,"Average",2462
"Wild Things ","John McNaughton",1998,115,"Drama",29753944,2e+07,6.5,"Average",14275
"The Debt ","John Madden",2010,113,"Drama",31146570,2e+07,6.9,"Average",1136
"High Fidelity ","Stephen Frears",2000,113,"Comedy",27277055,2e+07,7.6,"Hit",3141
"One Missed Call ","Eric Valette",2008,87,"Horror",26876529,2.7e+07,3.9,"Average",1834
"Eye for an Eye ","John Schlesinger",1996,101,"Drama",53146000,2e+07,6.1,"Average",3174
"The Bank Job ","Roger Donaldson",2008,111,"Romance",30028592,2e+07,7.3,"Hit",27755
"Eternal Sunshine of the Spotless Mind ","Michel Gondry",2004,108,"Romance",34126138,2e+07,8.3,"Hit",19364
"You Again ","Andy Fickman",2010,105,"Comedy",25677801,2e+07,5.8,"Average",4813
"Street Kings ","David Ayer",2008,109,"Action",26415649,2e+07,6.8,"Average",33878
"The World's End ","Edgar Wright",2013,109,"Action",26003149,2e+07,7,"Average",278
"Nancy Drew ","Andrew Fleming",2007,99,"Comedy",25584685,2e+07,5.9,"Average",3327
"Daybreakers ","Michael Spierig",2009,98,"Action",29975979,2e+07,6.5,"Average",189
"She's Out of My League ","Jim Field Smith",2010,104,"Comedy",31584722,2e+07,6.4,"Average",5707
"Monte Carlo ","Thomas Bezucha",2011,109,"Comedy",23179303,2e+07,5.8,"Average",4257
"Stay Alive ","William Brent Bell",2006,75,"Horror",23078294,9e+06,5.1,"Average",3590
"Quigley Down Under ","Simon Wincer",1990,119,"Action",21413105,2e+07,6.8,"Average",45841
"Alpha and Omega ","Anthony Bell",2010,90,"Comedy",25077977,2e+07,5.3,"Average",2486
"The Covenant ","Renny Harlin",2006,97,"Action",23292105,2e+07,5.3,"Average",3261
"Shorts ","Robert Rodriguez",2009,89,"Comedy",20916309,4e+07,4.9,"Average",88422
"To Die For ","Gus Van Sant",1995,106,"Comedy",21200000,2e+07,6.8,"Average",3598
"Nerve ","Henry Joost",2016,96,"Sci-Fi",28876924,2e+07,7.1,"Hit",1780
"Vampires ","John Carpenter",1998,104,"Action",20241395,2e+07,6.1,"Average",5123
"Psycho ","Alfred Hitchcock",1960,108,"Horror",3.2e+07,806947,8.5,"Hit",1885
"My Best Friend's Girl ","Howard Deutch",2008,112,"Comedy",19151864,4e+07,5.9,"Average",3301
"Endless Love ","Shana Feste",2014,104,"Romance",23393765,2e+07,6.3,"Average",18760
"Georgia Rule ","Garry Marshall",2007,113,"Comedy",18882880,2e+07,5.9,"Average",4039
"Under the Rainbow ","Steve Rash",1981,98,"Comedy",8500000,2e+07,5.4,"Average",1761
"Simon Birch ","Mark Steven Johnson",1998,114,"Comedy",18252684,3e+07,6.9,"Average",1816
"Reign Over Me ","Mike Binder",2007,124,"Drama",19661987,2e+07,7.5,"Hit",17050
"Into the Wild ","Sean Penn",2007,148,"Drama",18352454,1.5e+07,8.2,"Hit",18752
"School for Scoundrels ","Todd Phillips",2006,108,"Comedy",17803796,2e+07,5.9,"Average",4374
"Silent Hill: Revelation 3D ","Michael J. Bassett",2012,95,"Drama",17529157,2e+07,5,"Average",2173
"From Dusk Till Dawn ","Robert Rodriguez",1996,108,"Horror",25753840,1.9e+07,7.3,"Hit",23296
"Pooh's Heffalump Movie ","Frank Nissen",2005,68,"Other",18081626,2e+07,6.4,"Average",861
"Home for the Holidays ","Jodie Foster",1995,103,"Comedy",17518220,2e+07,6.6,"Average",25263
"Kung Fu Hustle ","Stephen Chow",2004,99,"Action",17104669,2e+07,7.8,"Hit",537
"The Country Bears ","Peter Hastings",2002,88,"Comedy",16988996,3.5e+07,4,"Average",8189
"The Kite Runner ","Marc Forster",2007,128,"Drama",15797907,2e+07,7.6,"Hit",904
"21 Grams ","Alejandro G. Iñárritu",2003,124,"Drama",16248701,2e+07,7.7,"Hit",7567
"Paparazzi ","Paul Abascal",2004,84,"Action",15712072,2e+07,5.8,"Average",2915
"Twilight ","Catherine Hardwicke",2008,122,"Romance",191449475,3.7e+07,5.2,"Average",44061
"A Guy Thing ","Chris Koch",2003,101,"Comedy",15408822,2e+07,5.6,"Average",2698
"Loser ","Amy Heckerling",2000,98,"Comedy",15464026,2e+07,5.3,"Average",1189
"The Greatest Story Ever Told ","George Stevens",1965,225,"Drama",8e+06,2e+07,6.6,"Average",1934
"Disaster Movie ","Jason Friedberg",2008,88,"Comedy",14174654,2.5e+07,1.9,"Flop",2857
"Armored ","Nimród Antal",2009,88,"Action",15988876,2.7e+07,5.7,"Average",137712
"The Man Who Knew Too Little ","Jon Amiel",1997,94,"Action",13801755,2e+07,6.6,"Average",15183
"What's Your Number? ","Mark Mylod",2011,117,"Comedy",13987482,2e+07,6,"Average",15713
"Lockout ","James Mather",2012,95,"Action",14291570,2e+07,6.1,"Average",1414
"Envy ","Barry Levinson",2004,99,"Comedy",12181484,4e+07,4.8,"Average",1189
"Crank: High Voltage ","Mark Neveldine",2009,96,"Action",13630226,2e+07,6.2,"Average",30541
"Bullets Over Broadway ","Woody Allen",1994,98,"Comedy",13383737,2e+07,7.5,"Hit",4302
"One Night with the King ","Michael O. Sajbel",2006,123,"Drama",13391174,2e+07,6.3,"Average",908
"The Quiet American ","Phillip Noyce",2002,101,"Romance",12987647,3e+07,7.1,"Hit",3431
"The Weather Man ","Gore Verbinski",2005,102,"Comedy",12469811,2.2e+07,6.6,"Average",13156
"Undisputed ","Walter Hill",2002,94,"Action",12398628,2e+07,6.1,"Average",2880
"Ghost Town ","David Koepp",2008,102,"Comedy",13214030,2e+07,6.7,"Average",500
"12 Rounds ","Renny Harlin",2009,108,"Action",12232937,2.2e+07,5.6,"Average",2799
"Let Me In ","Matt Reeves",2010,116,"Drama",12134420,2e+07,7.2,"Hit",20258
"3 Ninjas Kick Back ","Charles T. Kanganis",1994,93,"Action",11784000,2e+07,4.3,"Average",1151
"Be Kind Rewind ","Michel Gondry",2008,102,"Comedy",11169531,2e+07,6.4,"Average",1778
"Mrs Henderson Presents ","Stephen Frears",2005,103,"Comedy",11034436,2e+07,7.1,"Hit",5637
"Triple 9 ","John Hillcoat",2016,115,"Action",12626905,2e+07,6.3,"Average",27214
"Deconstructing Harry ","Woody Allen",1997,96,"Comedy",10569071,2e+07,7.4,"Hit",11867
"Three to Tango ","Damon Santostefano",1999,98,"Comedy",10544143,2e+07,6.1,"Average",4843
"Burnt ","John Wells",2015,101,"Comedy",13650738,2e+07,6.6,"Average",16926
"We're No Angels ","Neil Jordan",1989,106,"Comedy",10555348,2e+07,6,"Average",24887
"Everyone Says I Love You ","Woody Allen",1996,101,"Comedy",9714482,2e+07,6.8,"Average",1614
"Death Sentence ","James Wan",2007,111,"Action",9525276,2e+07,6.8,"Average",3309
"Everybody's Fine ","Kirk Jones",2009,99,"Drama",8855646,2.1e+07,7.2,"Hit",23409
"Superbabies: Baby Geniuses 2 ","Bob Clark",2004,88,"Comedy",9109322,2e+07,1.9,"Flop",1343
"The Man ","Les Mayfield",2005,83,"Action",8326035,3.3e+07,5.5,"Average",1019
"Code Name: The Cleaner ","Les Mayfield",2007,91,"Action",8104069,2e+07,4.5,"Average",2700
"Connie and Carla ","Michael Lembeck",2004,108,"Comedy",8054280,2e+07,6.3,"Average",2730
"Inherent Vice ","Paul Thomas Anderson",2014,148,"Comedy",8093318,2e+07,6.7,"Average",707
"Doogal ","Dave Borthwick",2006,77,"Comedy",7382993,2e+07,2.8,"Flop",2185
"Battle of the Year ","Benson Lee",2013,110,"Drama",8888355,2e+07,5,"Average",3177
"An American Carol ","David Zucker",2008,83,"Comedy",7001720,1.2e+07,4.3,"Average",2907
"Machete Kills ","Robert Rodriguez",2013,107,"Action",7268659,2e+07,5.6,"Average",2848
"Willard ","Glen Morgan",2003,100,"Drama",6852144,2.2e+07,6.2,"Average",1267
"Strange Wilderness ","Fred Wolf",2008,87,"Comedy",6563357,2e+07,5.3,"Average",4218
"Topsy-Turvy ","Mike Leigh",1999,154,"Comedy",6201757,1e+07,7.4,"Hit",1690
"Little Boy ","Alejandro Monteverde",2015,106,"Drama",6420319,2e+07,7.4,"Hit",5705
"A Dangerous Method ","David Cronenberg",2011,99,"Drama",5702083,1.5e+07,6.5,"Average",23755
"A Scanner Darkly ","Richard Linklater",2006,100,"Drama",5480996,8700000,7.1,"Hit",39507
"Chasing Mavericks ","Michael Apted",2012,116,"Drama",6002756,2e+07,7.2,"Hit",21200
"Alone in the Dark ","Uwe Boll",2005,94,"Sci-Fi",5132655,2e+07,2.3,"Flop",838
"Bandslam ","Todd Graff",2009,111,"Comedy",5205343,2e+07,6.4,"Average",1573
"Birth ","Jonathan Glazer",2004,100,"Romance",5005883,2e+07,6.1,"Average",2295
"A Most Violent Year ","J.C. Chandor",2014,125,"Action",5749134,2e+07,7,"Average",3979
"Flash of Genius ","Marc Abraham",2008,119,"Drama",4234040,2e+07,7,"Average",64
"I'm Not There. ","Todd Haynes",2007,135,"Drama",4001121,2e+07,7,"Average",36398
"The Cold Light of Day ","Mabrouk El Mechri",2012,93,"Action",3749061,2e+07,4.9,"Average",30134
"The Brothers Bloom ","Rian Johnson",2008,114,"Comedy",3519627,2e+07,6.9,"Average",3014
"Synecdoche, New York ","Charlie Kaufman",2008,124,"Comedy",3081925,2.1e+07,7.5,"Hit",24732
"Princess Mononoke ","Hayao Miyazaki",1997,134,"Adventure",2298191,2.4e+09,8.4,"Hit",2710
"Bon voyage ","Jean-Paul Rappeneau",2003,114,"Comedy",2353728,2e+07,6.9,"Average",1776
"Can't Stop the Music ","Nancy Walker",1980,124,"Comedy",2e+06,2e+07,4.5,"Average",1462
"The Proposition ","John Hillcoat",2005,104,"Drama",1900725,2e+06,7.4,"Hit",2129
"Courage ","Angelo Pizzo",2015,118,"Drama",2246000,2e+07,7,"Average",3384
"Marci X ","Richard Benjamin",2003,80,"Comedy",1646664,2e+07,2.8,"Flop",2467
"Equilibrium ","Kurt Wimmer",2002,107,"Action",1190018,2e+07,7.5,"Hit",25088
"The Children of Huang Shi ","Roger Spottiswoode",2008,125,"Drama",1027749,4e+07,7.1,"Hit",1003
"The Yards ","James Gray",2000,115,"Romance",882710,2.4e+07,6.4,"Average",11433
"The Oogieloves in the Big Balloon Adventure ","Matthew Diamond",2012,88,"Adventure",1064277,2e+07,6.7,"Average",1978
"By the Sea ","Angelina Jolie Pitt",2015,122,"Romance",531009,1e+07,5.3,"Average",22319
"Steamboy ","Katsuhiro Ôtomo",2004,103,"Action",410388,2127519898,6.9,"Average",991
"The Game of Their Lives ","David Anspaugh",2005,101,"Drama",375474,2e+07,6.2,"Average",20354
"Rapa Nui ","Kevin Reynolds",1994,107,"Action",305070,2e+07,6.4,"Average",1592
"Les couloirs du temps: Les visiteurs II ","Jean-Marie Poiré",1998,118,"Comedy",146072,1.4e+08,6,"Average",182
"Dylan Dog: Dead of Night ","Kevin Munroe",2010,107,"Action",1183354,2e+07,5.1,"Average",1577
"People I Know ","Daniel Algrant",2002,100,"Drama",121972,2.2e+07,5.5,"Average",15612
"The Tempest ","Julie Taymor",2010,110,"Comedy",263365,2e+07,5.4,"Average",3785
"The Painted Veil ","John Curran",2006,125,"Romance",8047690,19400000,7.5,"Hit",2608
"The Baader Meinhof Complex ","Uli Edel",2008,184,"Action",476270,2e+07,7.4,"Hit",1601
"Dances with Wolves ","Kevin Costner",1990,236,"Drama",184208848,2.2e+07,8,"Hit",2398
"Bad Teacher ","Jake Kasdan",2011,97,"Comedy",100292856,2e+07,5.7,"Average",5547
"Sea of Love ","Harold Becker",1989,113,"Drama",58571513,1.9e+07,6.8,"Average",15914
"A Cinderella Story ","Mark Rosman",2004,95,"Comedy",51431160,2e+07,5.9,"Average",3092
"Scream ","Wes Craven",1996,103,"Horror",103001286,1.5e+07,7.2,"Hit",1212
"Thir13en Ghosts ","Steve Beck",2001,91,"Horror",41867960,2e+07,5.5,"Average",3023
"Back to the Future ","Robert Zemeckis",1985,116,"Comedy",210609762,1.9e+07,8.5,"Hit",3230
"House on Haunted Hill ","William Malone",1999,93,"Horror",40846082,1.9e+07,5.6,"Average",2872
"I Can Do Bad All by Myself ","Tyler Perry",2009,113,"Comedy",51697449,1.3e+07,4.1,"Average",1465
"The Switch ","Josh Gordon",2010,101,"Comedy",27758465,1.9e+07,6.1,"Average",1292
"Just Married ","Shawn Levy",2003,95,"Comedy",56127162,1.8e+07,5.4,"Average",2020
