All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Glenn B. DiSanto,15,6,0,0,1,"$16,297 ","$1,086 ",0%,7%,2016
Andy H. Sanchez,23,5,2,3,4,"$16,255 ",$707 ,9%,39%,2016
Nolan Little Bear,23,3,3,4,2,"$16,237 ",$706 ,13%,39%,2016
James Farley,14,5,1,0,1,"$16,213 ","$1,158 ",7%,14%,2016
Ricardo Aponte,25,8,3,3,1,"$16,203 ",$648 ,12%,28%,2016
Allan Brown,32,8,4,3,4,"$16,143 ",$504 ,13%,34%,2016
Chris Babiy,42,7,5,4,6,"$16,101 ",$383 ,12%,36%,2016
Ari Herbertson,9,6,1,2,1,"$16,000 ","$1,778 ",11%,44%,2016
Valora A. Testerman,12,6,1,0,1,"$16,000 ","$1,333 ",8%,17%,2016
Randy Cunningham,21,5,5,5,4,"$15,986 ",$761 ,24%,67%,2016
Gary M. King,23,7,1,2,3,"$15,974 ",$695 ,4%,26%,2016
"Joseph W. Delozier, III",16,7,0,2,1,"$15,968 ",$998 ,0%,19%,2016
Dick Hall,29,5,0,3,5,"$15,965 ",$551 ,0%,28%,2016
Peter Fortay,3,1,1,1,0,"$15,950 ","$5,317 ",33%,67%,2016
James D. McGuire,14,5,1,0,2,"$15,937 ","$1,138 ",7%,21%,2016
Bruce B. Balmer,8,1,1,0,0,"$15,935 ","$1,992 ",13%,13%,2016
Randy Newenhouse,38,8,1,1,5,"$15,894 ",$418 ,3%,18%,2016
Mickey A. Goldfine,7,1,2,1,2,"$15,890 ","$2,270 ",29%,71%,2016
"Willie J. Simien, Jr.",15,6,1,2,0,"$15,880 ","$1,059 ",7%,20%,2016
Alphonso W. Griffin,27,7,0,2,2,"$15,868 ",$588 ,0%,15%,2016
Alfred M. Peone,36,6,6,3,8,"$15,857 ",$440 ,17%,47%,2016
Tracie Aker,10,4,3,1,0,"$15,850 ","$1,585 ",30%,40%,2016
Kevin B. DeBruhl,25,7,3,0,5,"$15,850 ",$634 ,12%,32%,2016
Lilith E. Boucher,12,8,0,3,1,"$15,850 ","$1,321 ",0%,33%,2016
Mark Eagan,23,5,1,1,3,"$15,810 ",$687 ,4%,22%,2016
Bill K. Earle,10,2,3,1,1,"$15,809 ","$1,581 ",30%,50%,2016
Graham G. Bell,2,2,1,1,0,"$15,800 ","$7,900 ",50%,100%,2016
D. E. Landers,24,3,0,2,3,"$15,795 ",$658 ,0%,21%,2016
Gerald E. Seymour,20,3,0,2,1,"$15,788 ",$789 ,0%,15%,2016
"Martin Orona, Sr.",13,6,2,1,1,"$15,785 ","$1,214 ",15%,31%,2016
Mark Ippolito,25,6,0,1,3,"$15,769 ",$631 ,0%,16%,2016
Bobbie Grissom,11,6,1,2,2,"$15,743 ","$1,431 ",9%,45%,2016
Kaylyn Kato,21,5,1,2,2,"$15,730 ",$749 ,5%,24%,2016
Donald D. Komardley,8,2,1,2,0,"$15,724 ","$1,966 ",13%,38%,2016
Gay Bankson,17,2,1,1,0,"$15,690 ",$923 ,6%,12%,2016
Tawnja Elison,7,5,1,2,2,"$15,683 ","$2,240 ",14%,71%,2016
Billy Hardin,12,2,0,5,2,"$15,647 ","$1,304 ",0%,58%,2016
Rick Houghton,16,2,0,3,4,"$15,621 ",$976 ,0%,44%,2016
Mark A. Sell,5,1,1,0,0,"$15,566 ","$3,113 ",20%,20%,2016
Kenneth Durbin,25,3,0,4,2,"$15,559 ",$622 ,0%,24%,2016
Armando Ramos,6,2,3,1,2,"$15,545 ","$2,591 ",50%,100%,2016
Cindy M. Cummins,28,7,2,3,2,"$15,524 ",$554 ,7%,25%,2016
Gregory L. Evans,12,3,1,1,1,"$15,493 ","$1,291 ",8%,25%,2016
Hugh W. Mahan,14,1,1,2,6,"$15,492 ","$1,107 ",7%,64%,2016
Ryland M. Harwood,28,7,2,0,6,"$15,479 ",$553 ,7%,29%,2016
Curtis Maxwell,32,8,2,2,2,"$15,470 ",$483 ,6%,19%,2016
Manny A. Figueroa,50,10,0,4,6,"$15,465 ",$309 ,0%,20%,2016
April Thorpe,21,6,1,1,3,"$15,462 ",$736 ,5%,24%,2016
Scott Nicks,9,2,1,2,0,"$15,432 ","$1,715 ",11%,33%,2016
Charlie Livers,21,6,2,1,4,"$15,420 ",$734 ,10%,33%,2016
Calvin Barth,11,2,1,0,2,"$15,410 ","$1,401 ",9%,27%,2016
Judy Hunter,19,8,6,2,1,"$15,407 ",$811 ,32%,47%,2016
Kelly Grieves,3,3,3,0,0,"$15,404 ","$5,135 ",100%,100%,2016
Anthony Carango,20,5,0,1,1,"$15,400 ",$770 ,0%,10%,2016
Molly Hilderbrant,17,4,1,2,5,"$15,390 ",$905 ,6%,47%,2016
Larry M. Myers,35,7,0,0,4,"$15,351 ",$439 ,0%,11%,2016
Jeffrey W. Smith,28,4,2,2,3,"$15,330 ",$548 ,7%,25%,2016
Robert A. Lyon,15,5,0,0,1,"$15,310 ","$1,021 ",0%,7%,2016
Ron Raver,15,4,4,1,0,"$15,307 ","$1,020 ",27%,33%,2016
James D. Christianson,35,13,2,4,3,"$15,289 ",$437 ,6%,26%,2016
Robert B. Herman,19,7,4,3,3,"$15,231 ",$802 ,21%,53%,2016
Monty Luark,41,9,2,1,7,"$15,228 ",$371 ,5%,24%,2016
Don Stemmans,27,4,1,3,1,"$15,225 ",$564 ,4%,19%,2016
"Lawrence E. Perry, Jr.",7,2,0,2,2,"$15,197 ","$2,171 ",0%,57%,2016
Joyce A. Harris,15,6,2,0,1,"$15,194 ","$1,013 ",13%,20%,2016
Una Marie Fry,6,2,1,0,1,"$15,168 ","$2,528 ",17%,33%,2016
Angel Hyland,9,3,2,0,2,"$15,131 ","$1,681 ",22%,44%,2016
Danny M. Mitchell,16,4,0,1,3,"$15,119 ",$945 ,0%,25%,2016
"Robert J. Metcalf, Jr.",18,6,2,2,3,"$15,107 ",$839 ,11%,39%,2016
Dieter K. Held,19,4,0,2,3,"$15,102 ",$795 ,0%,26%,2016
Karen M. Freer,7,2,1,1,2,"$15,096 ","$2,157 ",14%,57%,2016
Debora Fergason,24,9,3,2,3,"$15,078 ",$628 ,13%,33%,2016
Bill D. Hof,49,6,5,4,10,"$15,069 ",$308 ,10%,39%,2016
Mario Lorito,25,8,0,0,3,"$15,065 ",$603 ,0%,12%,2016
Dean Martiniuk,8,1,2,2,0,"$15,046 ","$1,881 ",25%,50%,2016
Tyler Gibbs,31,15,2,3,5,"$15,038 ",$485 ,6%,32%,2016
Danny Zita,9,3,0,0,3,"$15,019 ","$1,669 ",0%,33%,2016
Junior Dolphus,37,12,8,2,7,"$14,998 ",$405 ,22%,46%,2016
Renee D. Kierans,6,2,1,0,1,"$14,992 ","$2,499 ",17%,33%,2016
"Curtis L. Alpers, Jr.",4,1,2,1,0,"$14,978 ","$3,745 ",50%,75%,2016
Michael I. Progno,10,1,1,1,0,"$14,950 ","$1,495 ",10%,20%,2016
Laura Wohlers,2,1,0,0,0,"$14,950 ","$7,475 ",0%,0%,2016
Terry Johnson,23,5,0,3,2,"$14,937 ",$649 ,0%,22%,2016
Susan Huizenga,7,2,0,4,3,"$14,911 ","$2,130 ",0%,100%,2016
Kevin Hansen,21,6,1,4,5,"$14,910 ",$710 ,5%,48%,2016
Eileen Muller,14,2,1,4,1,"$14,904 ","$1,065 ",7%,43%,2016
Mark North,11,2,3,0,2,"$14,903 ","$1,355 ",27%,45%,2016
Geoffrey L. Schneider,5,1,2,1,1,"$14,900 ","$2,980 ",40%,80%,2016
Todd Quast,10,8,0,1,2,"$14,900 ","$1,490 ",0%,30%,2016
Vincent W. Reedy,6,2,1,2,0,"$14,880 ","$2,480 ",17%,50%,2016
Mark A. Gibson,16,7,2,2,1,"$14,870 ",$929 ,13%,31%,2016
Edward T. Schottroffe,25,14,0,5,1,"$14,862 ",$594 ,0%,24%,2016
Richard Sparling,35,2,0,2,4,"$14,826 ",$424 ,0%,17%,2016
Brad Schliefert,7,1,2,1,0,"$14,811 ","$2,116 ",29%,43%,2016
Deborah K. Blankenship,16,2,1,2,3,"$14,796 ",$925 ,6%,38%,2016
Terrence Rigby,7,1,1,2,1,"$14,786 ","$2,112 ",14%,57%,2016
William Sereno,26,6,1,2,2,"$14,785 ",$569 ,4%,19%,2016
Joyce Reece,14,2,1,2,0,"$14,765 ","$1,055 ",7%,21%,2016
Laurine Fuller-Vargas,19,7,1,0,0,"$14,760 ",$777 ,5%,5%,2016
Edward M. Phelps,30,8,1,1,1,"$14,749 ",$492 ,3%,10%,2016
Kevin Oberholtzer,44,11,1,3,6,"$14,719 ",$335 ,2%,23%,2016
Johnny R. Dowden,9,1,1,2,0,"$14,710 ","$1,634 ",11%,33%,2016
Ryan Fitzpatrick,21,10,4,3,3,"$14,701 ",$700 ,19%,48%,2016
Greg Lebsock,3,2,2,0,0,"$14,698 ","$4,899 ",67%,67%,2016
Fred L. Jackson,5,2,1,0,0,"$14,695 ","$2,939 ",20%,20%,2016
John N. Quiles,9,3,0,1,0,"$14,694 ","$1,633 ",0%,11%,2016
James Herbert,13,2,0,2,2,"$14,645 ","$1,127 ",0%,31%,2016
Alan F. Bird,5,1,1,1,0,"$14,640 ","$2,928 ",20%,40%,2016
Gerald Iverson,10,3,1,1,2,"$14,627 ","$1,463 ",10%,40%,2016
Ronald W. Hartnett,34,5,1,2,6,"$14,624 ",$430 ,3%,26%,2016
J. Kevin Aubrey,8,3,0,0,2,"$14,616 ","$1,827 ",0%,25%,2016
Jerome F. Miller,9,2,1,1,1,"$14,575 ","$1,619 ",11%,33%,2016
Jose Morales Velazquez,26,6,2,3,6,"$14,573 ",$561 ,8%,42%,2016
Lee Ann Ratcliff,9,5,3,0,1,"$14,556 ","$1,617 ",33%,44%,2016
Jerry E Tillis,47,11,0,3,2,"$14,545 ",$309 ,0%,11%,2016
Terry Wayne Garrett,13,4,2,1,1,"$14,536 ","$1,118 ",15%,31%,2016
Leroy Cyprian,10,4,1,2,0,"$14,515 ","$1,452 ",10%,30%,2016
James D. Young,50,18,6,2,4,"$14,475 ",$290 ,12%,24%,2016
Jose L. Gonzalez,15,4,2,2,0,"$14,452 ",$963 ,13%,27%,2016
Roger Bradford,18,4,1,3,5,"$14,429 ",$802 ,6%,50%,2016
Grant Hofmans,10,5,0,2,1,"$14,421 ","$1,442 ",0%,30%,2016
Todd Sneed,15,4,3,1,0,"$14,409 ",$961 ,20%,27%,2016
Robert W. Berrett,14,3,2,2,3,"$14,376 ","$1,027 ",14%,50%,2016
Desra Schlansky,19,4,0,2,6,"$14,353 ",$755 ,0%,42%,2016
Kim Collins,39,6,0,1,3,"$14,305 ",$367 ,0%,10%,2016
Kayla Warren,25,10,1,2,3,"$14,272 ",$571 ,4%,24%,2016
Brooke Breithaupt,14,2,0,1,2,"$14,255 ","$1,018 ",0%,21%,2016
Charles R. Robbins,9,3,1,0,0,"$14,190 ","$1,577 ",11%,11%,2016
Harris J. Dukes,32,5,1,0,2,"$14,132 ",$442 ,3%,9%,2016
Robert V. Cipriano,8,2,1,1,2,"$14,106 ","$1,763 ",13%,50%,2016
"Salvador Z. Estrada, Sr.",25,7,1,2,3,"$14,104 ",$564 ,4%,24%,2016
Calvin Strandquist,23,7,4,3,4,"$14,016 ",$609 ,17%,48%,2016
Mike Wolf,28,5,3,7,3,"$14,016 ",$501 ,11%,46%,2016
Alberto Plaza,7,3,1,0,2,"$14,016 ","$2,002 ",14%,43%,2016
Richard Yates,13,4,0,4,1,"$13,986 ","$1,076 ",0%,38%,2016
Casey Randall,6,1,1,0,1,"$13,980 ","$2,330 ",17%,33%,2016
Patrick F. Nuesch,8,3,1,0,2,"$13,980 ","$1,748 ",13%,38%,2016
Ken Tingle,10,2,1,0,0,"$13,938 ","$1,394 ",10%,10%,2016
Leonard E. Ellis,21,6,2,4,2,"$13,927 ",$663 ,10%,38%,2016
Barry Abrams,11,7,0,1,0,"$13,905 ","$1,264 ",0%,9%,2016
Darren Lupul,12,1,1,2,1,"$13,904 ","$1,159 ",8%,33%,2016
Darcy Ralph,13,2,3,2,2,"$13,895 ","$1,069 ",23%,54%,2016
Ramondo P. Ramos,17,4,1,1,2,"$13,895 ",$817 ,6%,24%,2016
Gayle Turberville,25,4,2,1,3,"$13,889 ",$556 ,8%,24%,2016
Joseph M. Murphy,10,9,0,1,2,"$13,864 ","$1,386 ",0%,30%,2016
Clifford V. Harris,8,2,2,0,0,"$13,837 ","$1,730 ",25%,25%,2016
Mark Joseph Racanelli,21,7,1,1,3,"$13,834 ",$659 ,5%,24%,2016
Cliff Coffelt,24,4,0,3,7,"$13,833 ",$576 ,0%,42%,2016
Adolfo J. Exposito,15,4,0,0,0,"$13,798 ",$920 ,0%,0%,2016
Travis Wheeler,38,11,3,1,4,"$13,771 ",$362 ,8%,21%,2016
Ubaldo Guerrero,17,2,1,5,2,"$13,764 ",$810 ,6%,47%,2016
Thomas S. McCarthy,3,1,1,0,1,"$13,755 ","$4,585 ",33%,67%,2016
Thomas E. Maxwell,24,4,1,1,2,"$13,752 ",$573 ,4%,17%,2016
"Rosemary Homeister, Sr.",23,6,1,0,1,"$13,750 ",$598 ,4%,9%,2016
Anthony Foglia,13,4,1,0,1,"$13,741 ","$1,057 ",8%,15%,2016
Juan Raul Aguirre,38,4,1,1,5,"$13,740 ",$362 ,3%,18%,2016
Daryl Hasmatali,8,3,0,2,0,"$13,740 ","$1,718 ",0%,25%,2016
Jerry F. Puertas,19,6,1,1,1,"$13,715 ",$722 ,5%,16%,2016
Gary Monbarren,21,3,0,2,6,"$13,684 ",$652 ,0%,38%,2016
Guillermo Morales,13,6,1,3,3,"$13,650 ","$1,050 ",8%,54%,2016
Elise Reed,12,5,1,0,2,"$13,641 ","$1,137 ",8%,25%,2016
Amy Wethey,5,1,0,3,1,"$13,631 ","$2,726 ",0%,80%,2016
Jeff Bryant,9,1,2,3,1,"$13,581 ","$1,509 ",22%,67%,2016
Valerie Thompson,16,4,1,0,3,"$13,552 ",$847 ,6%,25%,2016
Ron E. White,15,1,1,2,2,"$13,550 ",$903 ,7%,33%,2016
James Guillory,17,6,1,0,1,"$13,535 ",$796 ,6%,12%,2016
Alex J. Torres-Casas,16,7,2,2,3,"$13,530 ",$846 ,13%,44%,2016
James A. Frey,3,2,1,0,1,"$13,479 ","$4,493 ",33%,67%,2016
Don Blue,29,5,4,5,4,"$13,468 ",$464 ,14%,45%,2016
Jarret R. Giliforte,12,3,1,0,2,"$13,455 ","$1,121 ",8%,25%,2016
Glenn R. Thompson,7,2,1,0,0,"$13,399 ","$1,914 ",14%,14%,2016
Cesar Govea,23,6,2,1,1,"$13,398 ",$583 ,9%,17%,2016
Ronald Colver Newlun,27,5,1,3,2,"$13,397 ",$496 ,4%,22%,2016
Raymond Predium,7,2,1,0,0,"$13,395 ","$1,914 ",14%,14%,2016
Arnold Morales,16,3,0,4,1,"$13,391 ",$837 ,0%,31%,2016
Robert James Gherardi,10,3,1,1,2,"$13,387 ","$1,339 ",10%,40%,2016
Marilyn T. Johnston,19,8,1,2,1,"$13,381 ",$704 ,5%,21%,2016
Saul McHugh,11,6,0,1,1,"$13,364 ","$1,215 ",0%,18%,2016
Jonathan Necaise,8,6,0,2,1,"$13,360 ","$1,670 ",0%,38%,2016
Bern B. Kent,25,8,2,2,3,"$13,356 ",$534 ,8%,28%,2016
Judith R. Pottins,21,4,0,0,1,"$13,320 ",$634 ,0%,5%,2016
Wade Eno,23,9,2,8,4,"$13,284 ",$578 ,9%,61%,2016
David M. Rivera,15,3,0,3,3,"$13,253 ",$884 ,0%,40%,2016
Ivan Calderon,19,6,3,1,1,"$13,248 ",$697 ,16%,26%,2016
Keith Riecken,21,5,3,3,1,"$13,226 ",$630 ,14%,33%,2016
Eduardo L. Rich,17,6,1,1,2,"$13,180 ",$775 ,6%,24%,2016
Alfred C. Webster,15,3,2,2,3,"$13,179 ",$879 ,13%,47%,2016
Bernard L. Girdley,13,2,2,1,1,"$13,166 ","$1,013 ",15%,31%,2016
Mario Estevez,1,1,0,1,0,"$13,154 ","$13,154 ",0%,100%,2016
Simon Alberto Moreno,14,2,1,6,0,"$13,153 ",$940 ,7%,50%,2016
Kathryn Allen,17,6,1,0,2,"$13,070 ",$769 ,6%,18%,2016
Matthew Peebles,13,6,1,1,0,"$13,045 ","$1,003 ",8%,15%,2016
Jon Dailey,8,4,1,1,0,"$13,020 ","$1,628 ",13%,25%,2016
Doris Hebert,13,10,1,0,1,"$13,010 ","$1,001 ",8%,15%,2016
Jose Antonio Rodriguez-Torres,33,8,1,1,2,"$12,982 ",$393 ,3%,12%,2016
John A. Myers,16,4,1,0,0,"$12,980 ",$811 ,6%,6%,2016
Monique Cameron,9,3,0,2,4,"$12,978 ","$1,442 ",0%,67%,2016
Ioannis E. Kolibos,10,6,1,1,0,"$12,960 ","$1,296 ",10%,20%,2016
Clyde W. Martin,7,4,1,0,1,"$12,959 ","$1,851 ",14%,29%,2016
Giuseppe Santulli,28,13,0,2,3,"$12,955 ",$463 ,0%,18%,2016
Jeff Crozier,8,1,1,5,1,"$12,950 ","$1,619 ",13%,88%,2016
"Burley Clouston, III",8,6,1,0,3,"$12,930 ","$1,616 ",13%,50%,2016
Russell P. Dapp,10,4,1,1,4,"$12,903 ","$1,290 ",10%,60%,2016
Mark Esquibel,8,4,2,0,2,"$12,886 ","$1,611 ",25%,50%,2016
Lynette Baldwin,18,6,1,1,2,"$12,870 ",$715 ,6%,22%,2016
William L. Mehok,26,6,1,3,3,"$12,859 ",$495 ,4%,27%,2016
Dino Helfenstein,16,2,2,1,1,"$12,848 ",$803 ,13%,25%,2016
Theodore J. Hurt,6,1,1,2,0,"$12,814 ","$2,136 ",17%,50%,2016
Joe R. Chavez,17,5,1,0,3,"$12,812 ",$754 ,6%,24%,2016
Gary Craig,22,5,0,1,2,"$12,796 ",$582 ,0%,14%,2016
Juan M. Rodriguez,24,7,1,6,1,"$12,773 ",$532 ,4%,33%,2016
Lindsey Marie Raines,10,3,1,1,0,"$12,770 ","$1,277 ",10%,20%,2016
James E. Mattingly,27,6,0,3,5,"$12,751 ",$472 ,0%,30%,2016
K. G. Apostolou,15,5,2,2,1,"$12,743 ",$850 ,13%,33%,2016
Kathie C. Jermain,14,2,1,1,1,"$12,722 ",$909 ,7%,21%,2016
Mary Boyle,28,6,3,4,5,"$12,719 ",$454 ,11%,43%,2016
Alan J. Lockhart,3,1,0,2,0,"$12,700 ","$4,233 ",0%,67%,2016
Tricia Rickert,17,4,1,0,2,"$12,662 ",$745 ,6%,18%,2016
Jann P. Anderson,4,1,0,1,0,"$12,600 ","$3,150 ",0%,25%,2016
Joanie Beach-Orr,7,2,2,1,0,"$12,595 ","$1,799 ",29%,43%,2016
Sandra M. Kite,20,2,0,1,4,"$12,555 ",$628 ,0%,25%,2016
Virginia Uelmen,11,3,1,0,3,"$12,545 ","$1,140 ",9%,36%,2016
Lofflin Downie,6,4,2,0,0,"$12,538 ","$2,090 ",33%,33%,2016
Michael P. Porter,16,2,1,0,0,"$12,537 ",$784 ,6%,6%,2016
Joseph S. Keyes,19,2,2,1,1,"$12,504 ",$658 ,11%,21%,2016
Mary Lu Dolce,8,5,1,0,0,"$12,486 ","$1,561 ",13%,13%,2016
Angel L. Andino,19,5,2,0,1,"$12,468 ",$656 ,11%,16%,2016
Eloy Mendoza,9,5,2,1,1,"$12,463 ","$1,385 ",22%,44%,2016
Alvin Zenon,24,15,0,1,4,"$12,463 ",$519 ,0%,21%,2016
Cecil D. Dickinson,15,2,1,1,3,"$12,445 ",$830 ,7%,33%,2016
Bobby Lee Plummer,14,5,0,0,3,"$12,444 ",$889 ,0%,21%,2016
Diosdado Iglesias,31,11,0,2,0,"$12,430 ",$401 ,0%,6%,2016
Kenneth Olson,25,8,3,2,4,"$12,425 ",$497 ,12%,36%,2016
Jake E. Leger,22,6,1,0,1,"$12,410 ",$564 ,5%,9%,2016
Dawn Luark,7,1,1,2,0,"$12,400 ","$1,771 ",14%,43%,2016
Leonard A. Espinoza,36,12,1,1,5,"$12,384 ",$344 ,3%,19%,2016
Steve J. Donmoyer,12,6,0,1,4,"$12,367 ","$1,031 ",0%,42%,2016
Brooken Brinsfield,13,3,1,0,2,"$12,349 ",$950 ,8%,23%,2016
Carl Clevenger,14,2,1,2,3,"$12,342 ",$882 ,7%,43%,2016
Courtney Young,11,4,0,1,1,"$12,341 ","$1,122 ",0%,18%,2016
Stephen Lombardo,10,2,0,2,3,"$12,340 ","$1,234 ",0%,50%,2016
James H. Cook,41,13,0,1,1,"$12,307 ",$300 ,0%,5%,2016
Vernon E. Aguayo,15,3,1,1,4,"$12,280 ",$819 ,7%,40%,2016
Brenda M. Godfrey,13,2,0,2,1,"$12,261 ",$943 ,0%,23%,2016
Linda Fisher,18,5,0,0,1,"$12,207 ",$678 ,0%,6%,2016
Bo Butler,14,3,1,1,1,"$12,168 ",$869 ,7%,21%,2016
Randy Bonn,6,2,2,1,1,"$12,164 ","$2,027 ",33%,67%,2016
Raquel Albright,16,2,2,1,1,"$12,164 ",$760 ,13%,25%,2016
Darren Fish,11,1,1,2,3,"$12,163 ","$1,106 ",9%,55%,2016
Sergio Barrio,41,14,1,2,1,"$12,163 ",$297 ,2%,10%,2016
Anthony Dailey,31,7,0,1,4,"$12,133 ",$391 ,0%,16%,2016
Mark K. Powell,14,4,0,0,4,"$12,125 ",$866 ,0%,29%,2016
Steve R. Irlando,35,12,1,3,2,"$12,118 ",$346 ,3%,17%,2016
Janine Winslow,11,5,0,0,1,"$12,110 ","$1,101 ",0%,9%,2016
Joseph A. Lewis,17,3,1,3,7,"$12,108 ",$712 ,6%,65%,2016
Joseph A. Eff,8,2,0,1,1,"$12,100 ","$1,513 ",0%,25%,2016
Randy O. Thompson,12,3,0,0,3,"$12,099 ","$1,008 ",0%,25%,2016
Alonzo Quinn,12,4,2,2,0,"$12,097 ","$1,008 ",17%,33%,2016
William McGaughey,5,1,1,1,0,"$12,073 ","$2,415 ",20%,40%,2016
Wilberto Gomez,5,2,2,0,0,"$12,054 ","$2,411 ",40%,40%,2016
Alan Zabiegala,6,2,0,3,1,"$12,044 ","$2,007 ",0%,67%,2016
Philip J. Oliver,6,5,0,0,3,"$12,025 ","$2,004 ",0%,50%,2016
Roy A. Forston,24,3,1,2,1,"$12,017 ",$501 ,4%,17%,2016
Juan Martin Triana,6,1,0,1,3,"$12,001 ","$2,000 ",0%,67%,2016
Larry Grieve,14,2,0,2,4,"$11,994 ",$857 ,0%,43%,2016
Lisa Baze,11,7,1,3,3,"$11,985 ","$1,090 ",9%,64%,2016
Gale A. Patti,10,4,0,1,1,"$11,980 ","$1,198 ",0%,20%,2016
Jackie Christenson,21,6,1,2,3,"$11,930 ",$568 ,5%,29%,2016
Gary E. James,5,2,1,1,1,"$11,906 ","$2,381 ",20%,60%,2016
Robert B. Bogart,23,4,1,1,0,"$11,905 ",$518 ,4%,9%,2016
Roger Eliott,29,6,0,0,5,"$11,878 ",$410 ,0%,17%,2016
Bruno Maelfeyt,18,6,0,5,4,"$11,847 ",$658 ,0%,50%,2016
John Foutch,3,1,1,0,0,"$11,841 ","$3,947 ",33%,33%,2016
William R. Durbin,19,4,1,3,3,"$11,838 ",$623 ,5%,37%,2016
"Jose Uriegas, Jr.",32,8,1,3,5,"$11,831 ",$370 ,3%,28%,2016
Edward L. Graham,3,2,0,1,0,"$11,800 ","$3,933 ",0%,33%,2016
Salvador R. Soto,4,3,2,0,1,"$11,788 ","$2,947 ",50%,75%,2016
Chadwick J. Mouton,5,2,0,1,0,"$11,760 ","$2,352 ",0%,20%,2016
Rickey Summers,21,4,1,1,3,"$11,748 ",$559 ,5%,24%,2016
Troy Rankin,13,4,1,3,0,"$11,705 ",$900 ,8%,31%,2016
Carol Lynn Le Vine,24,5,0,0,1,"$11,683 ",$487 ,0%,4%,2016
Clive C. Reece,14,4,2,2,1,"$11,652 ",$832 ,14%,36%,2016
Brenda Ketring,7,1,1,2,0,"$11,650 ","$1,664 ",14%,43%,2016
Luis Cabrera,2,1,1,1,0,"$11,650 ","$5,825 ",50%,100%,2016
"Thomas H. Michaels, Jr.",27,6,0,1,1,"$11,635 ",$431 ,0%,7%,2016
Julia A. Samulak,17,2,0,1,2,"$11,632 ",$684 ,0%,18%,2016
Lee Aragon,26,6,2,1,2,"$11,628 ",$447 ,8%,19%,2016
Sergio Baez,7,5,2,2,0,"$11,624 ","$1,661 ",29%,57%,2016
Keith McGlothlen,11,3,0,1,0,"$11,607 ","$1,055 ",0%,9%,2016
Burton Farley,13,4,4,1,1,"$11,606 ",$893 ,31%,46%,2016
Dale Burns,33,5,3,2,2,"$11,603 ",$352 ,9%,21%,2016
David C. Gomez,7,4,0,1,0,"$11,600 ","$1,657 ",0%,14%,2016
Jack L. Hancock,20,7,1,2,1,"$11,589 ",$579 ,5%,20%,2016
Fenneka T. Bentley,7,6,1,0,1,"$11,582 ","$1,655 ",14%,29%,2016
Alexis Ortiz,28,3,1,3,0,"$11,538 ",$412 ,4%,14%,2016
John Rankin,16,5,1,1,3,"$11,483 ",$718 ,6%,31%,2016
Kraig A. Koler,8,1,1,1,1,"$11,472 ","$1,434 ",13%,38%,2016
April Lewis,6,3,1,2,2,"$11,436 ","$1,906 ",17%,83%,2016
Debra Hale,19,7,1,0,3,"$11,427 ",$601 ,5%,21%,2016
Roger J. Salvino,15,2,1,2,1,"$11,405 ",$760 ,7%,27%,2016
Arnulfo R. Valdez,16,5,0,3,0,"$11,384 ",$712 ,0%,19%,2016
Jim Meredith,4,3,0,1,1,"$11,376 ","$2,844 ",0%,50%,2016
Benjamin F. West,10,2,1,1,0,"$11,295 ","$1,130 ",10%,20%,2016
Matthew Lewis Edwards,10,3,2,0,2,"$11,283 ","$1,128 ",20%,40%,2016
"John S. Adams, Jr.",13,3,1,0,1,"$11,278 ",$868 ,8%,15%,2016
Bethany R. Pandoli,13,6,1,0,2,"$11,265 ",$867 ,8%,23%,2016
Jennifer Rodriguez,31,11,4,0,2,"$11,253 ",$363 ,13%,19%,2016
Jordan Whiteman,28,14,2,3,5,"$11,239 ",$401 ,7%,36%,2016
Mark D. Tsagalakis,4,1,1,0,0,"$11,235 ","$2,809 ",25%,25%,2016
Jennifer Creer,5,1,1,0,0,"$11,230 ","$2,246 ",20%,20%,2016
J. Sue Hunt,9,5,0,1,1,"$11,228 ","$1,248 ",0%,22%,2016
Harry McGill,18,2,1,1,3,"$11,222 ",$623 ,6%,28%,2016
Chris Hebert,11,2,0,1,4,"$11,215 ","$1,020 ",0%,45%,2016
Lee J. Eyerman,20,3,2,0,1,"$11,210 ",$561 ,10%,15%,2016
Larry Kopycinski,3,1,1,1,0,"$11,200 ","$3,733 ",33%,67%,2016
Connie Clauson,12,2,1,1,2,"$11,192 ",$933 ,8%,33%,2016
Joseph Jennings,9,6,0,1,0,"$11,192 ","$1,244 ",0%,11%,2016
Kevin Boykins,14,3,0,1,2,"$11,188 ",$799 ,0%,21%,2016
Joey Willis Niebrugge,16,3,1,0,3,"$11,185 ",$699 ,6%,25%,2016
Shelly Crowe,15,6,2,4,1,"$11,184 ",$746 ,13%,47%,2016
Clint D. Willson,16,4,0,1,3,"$11,171 ",$698 ,0%,25%,2016
Steven T. Jerkens,7,3,0,0,1,"$11,155 ","$1,594 ",0%,14%,2016
Frank Pennino,2,2,1,0,1,"$11,140 ","$5,570 ",50%,100%,2016
Jessica L Pizzurro,21,5,2,1,1,"$11,127 ",$530 ,10%,19%,2016
James E. Riddle,6,2,0,1,0,"$11,124 ","$1,854 ",0%,17%,2016
