All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Jose L. Jimenez,20,2,1,2,3,"$19,325 ",$966 ,5%,30%,2017
"Arthur L. Pike, III",10,5,1,0,3,"$19,320 ","$1,932 ",10%,40%,2017
Todd J. Wyatt,6,4,1,4,1,"$19,300 ","$3,217 ",17%,100%,2017
Taurino Gutierrez,15,6,2,0,0,"$19,276 ","$1,285 ",13%,13%,2017
Richard Dachtler,13,9,2,5,0,"$19,261 ","$1,482 ",15%,54%,2017
Kurt Calton,7,3,4,1,2,"$19,215 ","$2,745 ",57%,100%,2017
Anthony Foglia,10,3,0,1,1,"$19,207 ","$1,921 ",0%,20%,2017
Gary R. Katz,12,3,1,0,1,"$19,190 ","$1,599 ",8%,17%,2017
Merel E. Moore,60,8,4,2,5,"$19,177 ",$320 ,7%,18%,2017
Sebedeo R. Chacon,25,4,2,1,1,"$19,162 ",$766 ,8%,16%,2017
Dean Cameron,56,15,4,9,5,"$19,161 ",$342 ,7%,32%,2017
Mike Sorensen,54,9,3,4,9,"$19,151 ",$355 ,6%,30%,2017
Rod Therres,17,3,1,5,1,"$19,112 ","$1,124 ",6%,41%,2017
Douglas King,5,3,2,0,0,"$19,090 ","$3,818 ",40%,40%,2017
Betty L. Ott,19,3,2,2,0,"$19,081 ","$1,004 ",11%,21%,2017
Daniel R. Birtch,32,6,0,0,2,"$19,069 ",$596 ,0%,6%,2017
Jennifer Creer,3,1,1,0,1,"$19,064 ","$6,355 ",33%,67%,2017
Sherry L. Kirk,36,6,1,4,4,"$19,057 ",$529 ,3%,25%,2017
Peter Milburn,8,1,1,4,2,"$19,049 ","$2,381 ",13%,88%,2017
Erin Thompson,25,10,1,1,2,"$19,030 ",$761 ,4%,16%,2017
Antonio Cordero,20,14,2,2,2,"$19,003 ",$950 ,10%,30%,2017
Jon Paul Silva,10,4,2,0,0,"$18,939 ","$1,894 ",20%,20%,2017
Breeda Hayes,10,2,0,0,3,"$18,938 ","$1,894 ",0%,30%,2017
Junior L. Coffey,9,3,2,1,2,"$18,935 ","$2,104 ",22%,56%,2017
Michael Raidt,14,6,0,2,1,"$18,925 ","$1,352 ",0%,21%,2017
Tommy Gene Rippee,28,6,3,3,3,"$18,899 ",$675 ,11%,32%,2017
Mark Fournier,8,5,2,1,2,"$18,881 ","$2,360 ",25%,63%,2017
John W. Copsey,15,2,0,4,2,"$18,869 ","$1,258 ",0%,40%,2017
Amy Wethey,7,1,2,0,1,"$18,853 ","$2,693 ",29%,43%,2017
Willie C. Padilla,18,5,3,0,5,"$18,831 ","$1,046 ",17%,44%,2017
Maria Stanford,50,13,1,1,3,"$18,818 ",$376 ,2%,10%,2017
James R. Barber,19,5,2,1,1,"$18,785 ",$989 ,11%,21%,2017
Doug Hobson,10,4,0,5,2,"$18,762 ","$1,876 ",0%,70%,2017
Ronda Hutchinson,20,7,2,0,0,"$18,735 ",$937 ,10%,10%,2017
Joe Pizzurro,23,8,1,3,2,"$18,731 ",$814 ,4%,26%,2017
Anita Dawn Roe,15,4,1,3,1,"$18,729 ","$1,249 ",7%,33%,2017
Alexander Gordon-Watson,11,2,1,0,0,"$18,729 ","$1,703 ",9%,9%,2017
Luis O. Colorado,30,19,4,0,1,"$18,720 ",$624 ,13%,17%,2017
Houston Cormier,18,5,0,1,3,"$18,710 ","$1,039 ",0%,22%,2017
George M. Landsberger,32,8,1,3,2,"$18,676 ",$584 ,3%,19%,2017
Samuel Robledo,23,5,0,3,4,"$18,663 ",$811 ,0%,30%,2017
James D. Christianson,27,8,5,8,2,"$18,656 ",$691 ,19%,56%,2017
Wayne Martin,17,2,2,0,2,"$18,629 ","$1,096 ",12%,24%,2017
Donald Caudill,7,3,1,0,1,"$18,584 ","$2,655 ",14%,29%,2017
Regina Brennan,8,2,1,0,2,"$18,569 ","$2,321 ",13%,38%,2017
Jose R. Ramos,16,7,2,1,1,"$18,566 ","$1,160 ",13%,25%,2017
John Volpe,11,5,1,0,4,"$18,533 ","$1,685 ",9%,45%,2017
Robert C. Hargens,11,3,1,2,0,"$18,465 ","$1,679 ",9%,27%,2017
Otto Draper,20,7,1,3,0,"$18,458 ",$923 ,5%,20%,2017
Miguel Gantus,17,7,2,3,2,"$18,419 ","$1,083 ",12%,41%,2017
Mary E. Pirone,14,3,1,4,1,"$18,418 ","$1,316 ",7%,43%,2017
Bill D. Hof,40,9,6,5,7,"$18,402 ",$460 ,15%,45%,2017
Kenneth Streicher,1,1,1,0,0,"$18,400 ","$18,400 ",100%,100%,2017
Mickey A. Goldfine,5,1,2,0,1,"$18,310 ","$3,662 ",40%,60%,2017
Daniel Franko,29,7,1,1,3,"$18,227 ",$629 ,3%,17%,2017
Chris Zamora,8,3,1,1,1,"$18,225 ","$2,278 ",13%,38%,2017
Joseph Kanhai,32,10,2,2,4,"$18,218 ",$569 ,6%,25%,2017
D. E. Landers,22,3,3,3,0,"$18,206 ",$828 ,14%,27%,2017
Gerald E. Seymour,19,4,1,0,0,"$18,173 ",$956 ,5%,5%,2017
Marcos Malvaez,21,4,1,3,3,"$18,172 ",$865 ,5%,33%,2017
"Donald Cormier, Jr.",34,10,1,1,4,"$18,170 ",$534 ,3%,18%,2017
Frances Gogas,21,7,1,1,4,"$18,167 ",$865 ,5%,29%,2017
Robert E. Gamber,34,10,1,0,1,"$18,164 ",$534 ,3%,6%,2017
Robert W. Cook,21,2,1,4,4,"$18,075 ",$861 ,5%,43%,2017
Jose Raudales,35,10,0,9,4,"$18,070 ",$516 ,0%,37%,2017
Franklin DeJesus,2,2,0,0,0,"$18,000 ","$9,000 ",0%,0%,2017
Cindy Hoover,53,10,4,3,8,"$17,999 ",$340 ,8%,28%,2017
Nestor M. Capitaine,9,5,1,0,0,"$17,985 ","$1,998 ",11%,11%,2017
Oscar L. Garcia,18,8,0,0,2,"$17,985 ",$999 ,0%,11%,2017
Geoff Mulcahy,12,8,1,0,1,"$17,967 ","$1,497 ",8%,17%,2017
Scott Decker,28,8,3,1,5,"$17,962 ",$642 ,11%,32%,2017
Curtis Beale Payne,21,6,2,1,1,"$17,952 ",$855 ,10%,19%,2017
Blane Servis,17,11,0,0,2,"$17,894 ","$1,053 ",0%,12%,2017
Caroline Dodwell,10,6,1,1,3,"$17,893 ","$1,789 ",10%,50%,2017
Rudy D. Ybarra,60,19,7,5,7,"$17,877 ",$298 ,12%,32%,2017
Janis Calton,21,6,3,7,1,"$17,872 ",$851 ,14%,52%,2017
"Roland Patt, Jr.",44,10,0,1,4,"$17,860 ",$406 ,0%,11%,2017
Jacob L. Dillon,26,5,1,1,5,"$17,859 ",$687 ,4%,27%,2017
Chester Constant,40,7,5,6,6,"$17,856 ",$446 ,13%,43%,2017
Raymond E. Ervin,24,6,1,2,3,"$17,832 ",$743 ,4%,25%,2017
Walter C. Daigle,20,5,1,4,1,"$17,825 ",$891 ,5%,30%,2017
Malcolm Beveridge,8,2,2,0,2,"$17,810 ","$2,226 ",25%,50%,2017
"Franklin G. Smith, Jr.",5,4,1,2,0,"$17,803 ","$3,561 ",20%,60%,2017
Christine F. Clagett,6,3,1,0,0,"$17,793 ","$2,966 ",17%,17%,2017
Elizabeth R. Elder,7,3,1,0,0,"$17,793 ","$2,542 ",14%,14%,2017
Liam Daniel Benson,19,7,0,0,2,"$17,785 ",$936 ,0%,11%,2017
Doodnauth Shivmangal,13,3,0,1,0,"$17,774 ","$1,367 ",0%,8%,2017
Janet Armstrong,7,4,0,1,3,"$17,757 ","$2,537 ",0%,57%,2017
Lewis Carlisle,6,1,1,0,0,"$17,738 ","$2,956 ",17%,17%,2017
"Manuel Martinez-Escobedo, Jr.",3,1,1,1,1,"$17,737 ","$5,912 ",33%,100%,2017
Juan M. Monserrate,35,11,2,3,5,"$17,678 ",$505 ,6%,29%,2017
Cliff Balcom,26,5,1,2,4,"$17,659 ",$679 ,4%,27%,2017
Lymon A. Perren,10,6,2,3,0,"$17,622 ","$1,762 ",20%,50%,2017
Samuel Morales,32,10,1,2,4,"$17,620 ",$551 ,3%,22%,2017
Scott Mallon,8,2,1,0,1,"$17,571 ","$2,196 ",13%,25%,2017
J. Owen Bringhurst,14,5,0,3,3,"$17,474 ","$1,248 ",0%,43%,2017
J. Kevin Aubrey,6,1,1,1,2,"$17,467 ","$2,911 ",17%,67%,2017
Raymond Prejean,18,4,1,2,2,"$17,415 ",$968 ,6%,28%,2017
Pedro Martinez,9,3,0,2,2,"$17,408 ","$1,934 ",0%,44%,2017
Shana A. Schiemann,2,1,1,0,0,"$17,400 ","$8,700 ",50%,50%,2017
Jeannette Hoover,3,1,0,3,0,"$17,400 ","$5,800 ",0%,100%,2017
Dustin Murray,11,2,3,0,3,"$17,385 ","$1,580 ",27%,55%,2017
Brad Mead,12,4,3,3,4,"$17,379 ","$1,448 ",25%,83%,2017
Anthony J. Alderson,8,3,2,1,1,"$17,360 ","$2,170 ",25%,50%,2017
Glenn R. Thompson,12,4,1,2,1,"$17,321 ","$1,443 ",8%,33%,2017
Billy Altstatt,29,5,1,0,2,"$17,295 ",$596 ,3%,10%,2017
"Ernest P. Retamoza, Sr.",16,2,2,2,5,"$17,254 ","$1,078 ",13%,56%,2017
Troy Gayheart,30,6,2,3,7,"$17,244 ",$575 ,7%,40%,2017
Lucia Garibay,4,1,1,1,1,"$17,235 ","$4,309 ",25%,75%,2017
Theodore J. Hurt,7,1,1,3,2,"$17,205 ","$2,458 ",14%,86%,2017
"Emilio Cadena, Jr.",14,2,1,2,3,"$17,179 ","$1,227 ",7%,43%,2017
Darrin Miller,21,12,1,1,1,"$17,156 ",$817 ,5%,14%,2017
Harold Lee Romero,16,3,2,0,1,"$17,125 ","$1,070 ",13%,19%,2017
Paul Knight,33,6,1,7,1,"$17,123 ",$519 ,3%,27%,2017
Billy Landers,23,7,1,1,2,"$17,115 ",$744 ,4%,17%,2017
Edward R. Ruiz,23,6,0,3,1,"$17,114 ",$744 ,0%,17%,2017
Scott R. Murphy,11,3,1,1,0,"$17,107 ","$1,555 ",9%,18%,2017
Donald J. Bruno,11,3,3,2,1,"$17,070 ","$1,552 ",27%,55%,2017
Jose R. Cruz Ramos,36,6,3,2,2,"$17,056 ",$474 ,8%,19%,2017
Timothy Regan,10,2,0,0,2,"$16,985 ","$1,699 ",0%,20%,2017
Tod Berken,8,1,1,4,1,"$16,965 ","$2,121 ",13%,75%,2017
Brian A. Huval,27,6,1,1,3,"$16,940 ",$627 ,4%,19%,2017
Candice M. Smith,10,4,1,0,1,"$16,932 ","$1,693 ",10%,20%,2017
Armando Ramos,13,3,3,0,4,"$16,918 ","$1,301 ",23%,54%,2017
Mitchell Rappaport,15,3,1,1,2,"$16,910 ","$1,127 ",7%,27%,2017
Samuel Figueroa,48,13,2,1,4,"$16,906 ",$352 ,4%,15%,2017
Patrick E. Jenkins,13,3,1,2,1,"$16,895 ","$1,300 ",8%,31%,2017
William E. Duvall,29,3,0,3,4,"$16,884 ",$582 ,0%,24%,2017
Lindsey Marie Raines,30,4,1,1,1,"$16,881 ",$563 ,3%,10%,2017
Michael S. Mullin,10,6,0,1,2,"$16,862 ","$1,686 ",0%,30%,2017
Cody Gates,17,3,3,5,1,"$16,827 ",$990 ,18%,53%,2017
Fergus Bogle,16,3,1,2,5,"$16,680 ","$1,043 ",6%,50%,2017
Kevin Oberholtzer,40,9,2,4,5,"$16,655 ",$416 ,5%,28%,2017
Leroy J. Pollok,4,1,1,1,0,"$16,620 ","$4,155 ",25%,50%,2017
Paul R. Mandalfino,12,3,1,1,3,"$16,614 ","$1,385 ",8%,42%,2017
Tiffani McDevitt,24,8,1,7,2,"$16,597 ",$692 ,4%,42%,2017
Tom Evans,19,3,2,0,2,"$16,581 ",$873 ,11%,21%,2017
Mario Williams,13,4,1,0,0,"$16,581 ","$1,275 ",8%,8%,2017
Chad M. Ferguson,30,7,2,1,5,"$16,577 ",$553 ,7%,27%,2017
Earl J. Puckett,6,2,1,1,1,"$16,565 ","$2,761 ",17%,50%,2017
Kaylyn Kato,21,4,2,2,4,"$16,524 ",$787 ,10%,38%,2017
"Raymond F. Feilner, II",27,6,0,2,2,"$16,460 ",$610 ,0%,15%,2017
Robert A. Hazel,28,11,2,3,3,"$16,451 ",$588 ,7%,29%,2017
Fred Bass,19,4,1,1,5,"$16,451 ",$866 ,5%,37%,2017
Jim Warvell,16,5,0,4,1,"$16,410 ","$1,026 ",0%,31%,2017
Elise Wood Kendall,10,5,2,1,1,"$16,400 ","$1,640 ",20%,40%,2017
Alexis Delgado,4,3,0,2,2,"$16,400 ","$4,100 ",0%,100%,2017
Donovan Raymond,19,6,2,0,0,"$16,361 ",$861 ,11%,11%,2017
Nate Owen,19,4,2,4,0,"$16,351 ",$861 ,11%,32%,2017
Nate Williams,37,15,1,0,2,"$16,334 ",$441 ,3%,8%,2017
Willette Decker,18,7,1,2,5,"$16,328 ",$907 ,6%,44%,2017
Rey De la Paz,44,10,0,4,4,"$16,322 ",$371 ,0%,18%,2017
Eliazar Salas,23,7,1,4,2,"$16,300 ",$709 ,4%,30%,2017
Samuel E. Webb,18,5,1,1,2,"$16,290 ",$905 ,6%,22%,2017
Robert L. Williams,15,2,3,2,2,"$16,256 ","$1,084 ",20%,47%,2017
Frenda D. Rounseville,8,1,2,0,1,"$16,256 ","$2,032 ",25%,38%,2017
Johnell Rodriguez,47,15,2,1,2,"$16,255 ",$346 ,4%,11%,2017
Reginald Harrison,20,7,1,2,2,"$16,254 ",$813 ,5%,25%,2017
Randy N. Kerr,11,1,1,1,2,"$16,224 ","$1,475 ",9%,36%,2017
Charles K. Haverkamp,34,11,0,0,1,"$16,224 ",$477 ,0%,3%,2017
Donald David Young,52,6,2,4,8,"$16,223 ",$312 ,4%,27%,2017
Robert A. Donato,11,5,3,0,2,"$16,219 ","$1,474 ",27%,45%,2017
Kevin Danger,22,5,0,3,5,"$16,208 ",$737 ,0%,36%,2017
Kelly A. Colgan,6,2,1,1,1,"$16,197 ","$2,700 ",17%,50%,2017
Howard Keen,37,7,0,0,1,"$16,194 ",$438 ,0%,3%,2017
Carl J. Woodley,26,8,0,4,1,"$16,190 ",$623 ,0%,19%,2017
Robert Dales,27,8,2,1,5,"$16,189 ",$600 ,7%,30%,2017
Mark Kulow,10,2,3,1,0,"$16,182 ","$1,618 ",30%,40%,2017
Swade King,18,2,2,1,7,"$16,181 ",$899 ,11%,56%,2017
Carlos J. Mendez,50,9,1,2,1,"$16,126 ",$323 ,2%,8%,2017
Daryl Hasmatali,18,3,0,1,2,"$16,108 ",$895 ,0%,17%,2017
Rosemarie Haanen,34,7,3,7,6,"$16,094 ",$473 ,9%,47%,2017
Roy Guinnane,10,9,0,1,2,"$16,091 ","$1,609 ",0%,30%,2017
"Chester Coffey, Jr.",11,4,2,0,0,"$16,069 ","$1,461 ",18%,18%,2017
Calvin Strandquist,33,7,6,2,2,"$16,044 ",$486 ,18%,30%,2017
Nathaniel Quinonez,4,1,2,1,1,"$16,010 ","$4,003 ",50%,100%,2017
Pablo Asencio,9,6,3,3,1,"$16,000 ","$1,778 ",33%,78%,2017
Daniel W. Myers,24,4,3,3,2,"$15,986 ",$666 ,13%,33%,2017
Jaime Gutierrez,8,1,0,1,0,"$15,974 ","$1,997 ",0%,13%,2017
Lynn S. Whiting,10,5,1,0,0,"$15,965 ","$1,597 ",10%,10%,2017
Douglas B. Whalen,15,6,2,1,0,"$15,952 ","$1,063 ",13%,20%,2017
"Donald W. Moran, Sr.",10,6,1,0,1,"$15,950 ","$1,595 ",10%,20%,2017
"Wilfredo Delgado, Jr.",13,6,3,2,5,"$15,930 ","$1,225 ",23%,77%,2017
Scott Stewart,26,4,5,5,4,"$15,899 ",$612 ,19%,54%,2017
Cedric Ladner,33,10,0,3,2,"$15,890 ",$482 ,0%,15%,2017
Andres Gonzalez,26,6,2,0,3,"$15,889 ",$611 ,8%,19%,2017
Sandra Matier,26,5,0,3,2,"$15,875 ",$611 ,0%,19%,2017
William E. March,15,2,1,4,3,"$15,866 ","$1,058 ",7%,53%,2017
Misael Ceciliano,24,6,0,2,5,"$15,843 ",$660 ,0%,29%,2017
Sherman Wilkinson,11,1,2,2,3,"$15,842 ","$1,440 ",18%,64%,2017
Walther Solis,31,13,0,1,1,"$15,840 ",$511 ,0%,6%,2017
J. Douglas Mustard,22,4,2,3,2,"$15,826 ",$719 ,9%,32%,2017
Jose L. Hugo,9,1,1,1,0,"$15,730 ","$1,748 ",11%,22%,2017
Alison Krul,10,3,3,2,0,"$15,701 ","$1,570 ",30%,50%,2017
Angel M. Medina,17,9,0,2,1,"$15,695 ",$923 ,0%,18%,2017
Bill Caldwell,6,1,1,3,1,"$15,684 ","$2,614 ",17%,83%,2017
Jason Barkley,11,7,1,0,0,"$15,679 ","$1,425 ",9%,9%,2017
"Robert J. Metcalf, Jr.",20,3,2,0,3,"$15,676 ",$784 ,10%,25%,2017
Thomas Bland,11,4,0,2,2,"$15,669 ","$1,424 ",0%,36%,2017
Tammy Kay Johnson,11,1,2,2,2,"$15,651 ","$1,423 ",18%,55%,2017
Alphonso W. Griffin,41,8,0,1,3,"$15,651 ",$382 ,0%,10%,2017
Harry Benson,12,4,0,4,1,"$15,650 ","$1,304 ",0%,42%,2017
Esteban Ramirez,24,8,1,1,5,"$15,642 ",$652 ,4%,29%,2017
Brandi-Rae McDonald,27,6,4,6,6,"$15,633 ",$579 ,15%,59%,2017
Larry W. Contois,16,2,0,2,2,"$15,605 ",$975 ,0%,25%,2017
John G. Tally,9,5,1,0,1,"$15,588 ","$1,732 ",11%,22%,2017
Ernest J. Ledet,39,14,1,2,1,"$15,575 ",$399 ,3%,10%,2017
Leo J. Ambrogi,11,4,0,2,0,"$15,575 ","$1,416 ",0%,18%,2017
"Ronald D. Nixon, Jr.",14,5,1,2,2,"$15,518 ","$1,108 ",7%,36%,2017
Jessica L Pizzurro,16,3,2,1,1,"$15,508 ",$969 ,13%,25%,2017
Janine Winslow,11,4,1,0,1,"$15,479 ","$1,407 ",9%,18%,2017
Alfred M. Peone,26,4,5,2,6,"$15,455 ",$594 ,19%,50%,2017
Adolfo Espinoza,18,8,0,0,2,"$15,455 ",$859 ,0%,11%,2017
David G. Lezell,18,7,0,4,1,"$15,410 ",$856 ,0%,28%,2017
Russell Tourangeau,31,6,4,5,8,"$15,398 ",$497 ,13%,55%,2017
William Earl Atkins,12,5,2,1,0,"$15,387 ","$1,282 ",17%,25%,2017
Joshua Robillard,10,6,2,2,1,"$15,366 ","$1,537 ",20%,50%,2017
Rick Houghton,18,2,2,2,3,"$15,353 ",$853 ,11%,39%,2017
Bassam Captan,43,7,0,1,1,"$15,302 ",$356 ,0%,5%,2017
Jimmy Bankston,6,3,1,0,0,"$15,298 ","$2,550 ",17%,17%,2017
Tony Klenakis,27,6,0,6,2,"$15,272 ",$566 ,0%,30%,2017
David Ratko,19,3,2,2,1,"$15,270 ",$804 ,11%,26%,2017
"James T. Coats, Jr.",18,8,1,1,0,"$15,235 ",$846 ,6%,11%,2017
Vernon Obermeier,27,6,2,2,2,"$15,234 ",$564 ,7%,22%,2017
J. Sue Hunt,8,5,1,0,0,"$15,222 ","$1,903 ",13%,13%,2017
Kathie C. Jermain,14,4,1,2,0,"$15,207 ","$1,086 ",7%,21%,2017
Edward J. Keenan,14,2,0,4,1,"$15,203 ","$1,086 ",0%,36%,2017
Matthew M. Fales,18,5,3,2,0,"$15,178 ",$843 ,17%,28%,2017
"Ralph W. Black, Jr.",12,4,0,2,0,"$15,174 ","$1,265 ",0%,17%,2017
"Carlos M. Diaz, Jr.",30,4,1,3,4,"$15,154 ",$505 ,3%,27%,2017
Jerold L. Gammon,37,7,3,0,3,"$15,136 ",$409 ,8%,16%,2017
"Thomas H. Michaels, Jr.",27,4,1,1,0,"$15,100 ",$559 ,4%,7%,2017
Chaz Rechy,37,7,0,0,4,"$15,072 ",$407 ,0%,11%,2017
Ernesto Torres,38,8,1,5,3,"$15,065 ",$396 ,3%,24%,2017
Kenneth R. Smith,13,3,2,0,0,"$14,916 ","$1,147 ",15%,15%,2017
Jack Rumsey,18,3,1,1,2,"$14,915 ",$829 ,6%,22%,2017
Marilyn T. Johnston,10,3,1,0,0,"$14,901 ","$1,490 ",10%,10%,2017
Walter F. Bish,13,6,1,1,2,"$14,896 ","$1,146 ",8%,31%,2017
Robert Gwilliam,49,11,2,5,12,"$14,878 ",$304 ,4%,39%,2017
Marte Solhaug,13,7,1,2,3,"$14,874 ","$1,144 ",8%,46%,2017
Doug Ham,4,1,1,2,0,"$14,869 ","$3,717 ",25%,75%,2017
"Roland P. Clement, III",17,3,1,2,2,"$14,865 ",$874 ,6%,29%,2017
Debbie Schaber,42,13,0,1,1,"$14,855 ",$354 ,0%,5%,2017
Geoffrey A. Dixon,31,11,1,2,4,"$14,854 ",$479 ,3%,23%,2017
Jose Atala,22,5,0,4,0,"$14,822 ",$674 ,0%,18%,2017
Clay Masters,12,6,1,2,2,"$14,806 ","$1,234 ",8%,42%,2017
Kimberly A. Dobson,4,2,2,0,1,"$14,801 ","$3,700 ",50%,75%,2017
Wesley T. Giles,7,3,2,0,0,"$14,771 ","$2,110 ",29%,29%,2017
Steven O. Austin,8,3,2,0,1,"$14,738 ","$1,842 ",25%,38%,2017
Tyron Benoit,4,2,0,1,1,"$14,680 ","$3,670 ",0%,50%,2017
Sam A. Dorsey,9,2,0,1,0,"$14,676 ","$1,631 ",0%,11%,2017
Orville A. Atkinson,8,3,1,1,1,"$14,665 ","$1,833 ",13%,38%,2017
Margaret Wetherington,26,14,1,1,2,"$14,660 ",$564 ,4%,15%,2017
Jerry Ray,21,7,1,1,3,"$14,658 ",$698 ,5%,24%,2017
Clifton G. Dennis,26,5,4,3,0,"$14,655 ",$564 ,15%,27%,2017
Christine R. Byrom,5,1,1,2,0,"$14,617 ","$2,923 ",20%,60%,2017
Robert A. Score,22,5,0,4,1,"$14,613 ",$664 ,0%,23%,2017
Genevieve Londono,5,3,0,2,2,"$14,600 ","$2,920 ",0%,80%,2017
Curtis Maxwell,19,5,2,1,5,"$14,599 ",$768 ,11%,42%,2017
John C. Rupert,8,3,2,0,0,"$14,565 ","$1,821 ",25%,25%,2017
Patrick J. Kerins,26,5,1,2,4,"$14,553 ",$560 ,4%,27%,2017
James Lenon,22,9,1,3,5,"$14,551 ",$661 ,5%,41%,2017
Ronald Kotara,32,7,0,1,2,"$14,527 ",$454 ,0%,9%,2017
Wendell Mayo,14,2,2,1,2,"$14,510 ","$1,036 ",14%,36%,2017
Tim D. Garner,11,4,1,2,3,"$14,498 ","$1,318 ",9%,55%,2017
Richard J. Bird,20,5,1,1,2,"$14,482 ",$724 ,5%,20%,2017
Josh Taylor,29,7,3,4,6,"$14,481 ",$499 ,10%,45%,2017
Roman Lancara,13,8,3,1,1,"$14,480 ","$1,114 ",23%,38%,2017
Donald Yovanovich,16,5,1,0,1,"$14,478 ",$905 ,6%,13%,2017
William Evans,8,2,0,1,4,"$14,445 ","$1,806 ",0%,63%,2017
Cory Rumsey,33,11,4,3,5,"$14,437 ",$437 ,12%,36%,2017
Javier Borunda,10,8,0,4,0,"$14,390 ","$1,439 ",0%,40%,2017
Charles M. Lynch,18,8,0,2,1,"$14,368 ",$798 ,0%,17%,2017
"Armando Quintanilla, Jr.",14,3,1,3,2,"$14,342 ","$1,024 ",7%,43%,2017
Lela G. Hanagan,5,4,1,0,0,"$14,334 ","$2,867 ",20%,20%,2017
Jerry Antonuik,30,5,0,4,3,"$14,327 ",$478 ,0%,23%,2017
Bradley W. MacKinnon,20,3,1,0,1,"$14,320 ",$716 ,5%,10%,2017
Tara Neigel,10,4,1,1,2,"$14,299 ","$1,430 ",10%,40%,2017
Jolane Weeks,4,4,1,0,0,"$14,290 ","$3,573 ",25%,25%,2017
James H. Stidham,10,2,1,0,2,"$14,276 ","$1,428 ",10%,30%,2017
E. G. Pete Twisdale,1,1,1,0,0,"$14,260 ","$14,260 ",100%,100%,2017
Kerry Zavash,13,4,0,1,4,"$14,230 ","$1,095 ",0%,38%,2017
Larry W. Seaton,7,2,2,0,0,"$14,225 ","$2,032 ",29%,29%,2017
Phillip L. Jones,20,5,0,2,2,"$14,213 ",$711 ,0%,20%,2017
Christopher W. Melton,5,4,2,0,0,"$14,210 ","$2,842 ",40%,40%,2017
Lonnie Hinds,22,7,0,1,4,"$14,195 ",$645 ,0%,23%,2017
Lee Mandes,22,6,6,3,2,"$14,184 ",$645 ,27%,50%,2017
Les Adams,44,8,1,4,13,"$14,161 ",$322 ,2%,41%,2017
Herman Wilensky,8,6,0,2,0,"$14,160 ","$1,770 ",0%,25%,2017
Pedro Posadas,8,3,1,1,0,"$14,150 ","$1,769 ",13%,25%,2017
Regulo G. Rodriguez,31,8,1,4,3,"$14,109 ",$455 ,3%,26%,2017
Tom Scherder,13,4,1,5,1,"$14,104 ","$1,085 ",8%,54%,2017
Gregory L. Evans,5,3,0,2,0,"$14,060 ","$2,812 ",0%,40%,2017
Jack L. Hancock,20,9,1,2,3,"$14,037 ",$702 ,5%,30%,2017
Trisha Bordelon,9,6,1,0,0,"$14,035 ","$1,559 ",11%,11%,2017
Andy Velez,11,3,3,1,3,"$14,028 ","$1,275 ",27%,64%,2017
Mary Ann Bennett,3,2,1,0,0,"$14,010 ","$4,670 ",33%,33%,2017
"Stanley Brewer, Jr.",18,6,4,2,2,"$13,974 ",$776 ,22%,44%,2017
Charlie Rosier,15,2,1,0,3,"$13,935 ",$929 ,7%,27%,2017
Susan Hoyle,9,1,4,1,1,"$13,911 ","$1,546 ",44%,67%,2017
Eloy Sanchez,13,2,1,1,2,"$13,890 ","$1,068 ",8%,31%,2017
Michael Rollins,9,1,2,1,1,"$13,877 ","$1,542 ",22%,44%,2017
LaDona Hudson,13,4,1,2,2,"$13,876 ","$1,067 ",8%,38%,2017
Orrin Cogburn,28,8,1,3,1,"$13,852 ",$495 ,4%,18%,2017
Peggy Pate,10,2,1,1,4,"$13,834 ","$1,383 ",10%,60%,2017
Jonathan Davila,12,1,2,3,4,"$13,830 ","$1,153 ",17%,75%,2017
Bridget B. Kerbel,4,3,1,0,0,"$13,826 ","$3,457 ",25%,25%,2017
Randy L. Davis,6,2,1,1,0,"$13,813 ","$2,302 ",17%,33%,2017
Brad Taylor,11,3,2,0,2,"$13,774 ","$1,252 ",18%,36%,2017
"Salvador Z. Estrada, Sr.",34,4,0,2,2,"$13,716 ",$403 ,0%,12%,2017
Phillip R. Sanchez,18,2,0,0,4,"$13,704 ",$761 ,0%,22%,2017
Larry Ramnarine,9,4,2,3,0,"$13,701 ","$1,522 ",22%,56%,2017
Ronald Colver Newlun,30,6,1,3,3,"$13,661 ",$455 ,3%,23%,2017
Renaldo Holder,30,11,0,3,2,"$13,636 ",$455 ,0%,17%,2017
Leland Bennett,35,6,1,1,2,"$13,622 ",$389 ,3%,11%,2017
Jac Tomasello,3,1,1,0,0,"$13,613 ","$4,538 ",33%,33%,2017
Isaul Class,29,5,2,1,1,"$13,605 ",$469 ,7%,14%,2017
Charles Ray Celestine,11,2,1,1,2,"$13,600 ","$1,236 ",9%,36%,2017
Geoffrey L. Schneider,1,1,1,0,0,"$13,560 ","$13,560 ",100%,100%,2017
Roderick R. Rodriguez,9,4,1,1,0,"$13,530 ","$1,503 ",11%,22%,2017
Jack O. Fisher,2,2,1,0,0,"$13,513 ","$6,757 ",50%,50%,2017
Emory Brenklin,18,7,0,2,4,"$13,507 ",$750 ,0%,33%,2017
Nancy McCabe,23,3,0,2,4,"$13,506 ",$587 ,0%,26%,2017
